age,tenure_months,support_tickets,churn,recency,frequency,monetary,R,F,M,gia_tri_don_tb,so_nganh_hang,ty_le_online,ty_le_cuoi_tuan,so_chi_nhanh,ty_le_hoan_tra,chua_tung_mua,gender_Nam,gender_Nữ,city_Cần Thơ,city_Hà Nội,city_Hải Phòng,city_TP HCM,city_Đà Nẵng,phan_khuc_Chưa mua,phan_khuc_Khách VIP,phan_khuc_Khách mới,phan_khuc_Nguy cơ rời bỏ,phan_khuc_Trung bình,phan_khuc_Đã ngủ đông
0.1818865819716448,-0.8846676874207927,-0.18958923065951447,0,-0.5522092857759409,43.78750132267539,41.042247460025,5.0,5.0,5.0,-0.0775104725331499,1.7597031306813669,0.0693401171447602,0.15015802262405448,1.5720058625368334,0.003425519356077925,0,0,1,0,1,0,0,0,0,1,0,0,0,0
-0.7954728053021052,-0.5951300784202224,0.7363654978362828,0,-0.5522092857759409,29.737256684504146,27.433917981053547,5.0,5.0,5.0,-0.09652334260963695,1.7597031306813669,0.00478814328168363,-0.14653283775172127,1.5720058625368334,0.028232077951782186,0,1,0,0,0,0,0,1,0,1,0,0,0,0
-0.40452905039260517,1.3737256627836563,-0.18958923065951447,0,-0.5522092857759409,23.194250603002832,24.017569189800092,5.0,5.0,5.0,0.052280158998945184,1.7597031306813669,-0.034827686347461785,0.0023421303823299164,1.5720058625368334,0.01087368083206655,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1.0289313842755614,0.389297792181717,0.7363654978362828,0,-0.5522092857759409,20.577048170402307,20.792766117741127,5.0,5.0,5.0,0.01940975162575809,1.7597031306813669,-0.12712051792761234,0.1070517770322767,1.5720058625368334,0.05886323730790332,0,1,0,0,0,0,1,0,0,1,0,0,0,0
-1.3818884376663552,0.5051128357819452,-1.1155439591553118,0,-0.5377096811598574,17.753224493122794,17.76389134308863,5.0,5.0,5.0,0.00647909964169786,1.7597031306813669,0.0719945827634039,0.05078008428700672,1.5720058625368334,-0.08411184029628763,0,0,1,0,0,0,1,0,0,1,0,0,0,0
-0.46968634287752187,0.7367429229824015,-0.18958923065951447,0,-0.5522092857759409,14.92940081584328,15.712702845051554,5.0,5.0,5.0,0.0738134809701845,1.7597031306813669,-0.04627144036381337,0.21843443360142897,1.5720058625368334,-0.0799221207565418,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1.159245969245395,-1.1742052964213632,-0.18958923065951447,0,-0.5522092857759409,13.758547095995677,11.777384312525626,5.0,5.0,5.0,-0.18066002172233264,1.7597031306813669,0.30924365713134516,0.06813893799669614,1.5720058625368334,0.05258993910518685,0,0,1,1,0,0,0,0,0,1,0,0,0,0
-0.07874258796802185,-1.5216504272220477,0.7363654978362828,0,-0.5377096811598574,14.447284578258973,14.562694194284651,5.0,5.0,5.0,0.016075576015165204,1.7597031306813669,0.1469485176052654,-0.08616060736027095,1.5720058625368334,-0.07016603514258817,0,1,0,0,0,1,0,0,0,1,0,0,0,0
-1.7076749000909386,-1.5216504272220477,-0.18958923065951447,0,-0.5232100765437739,10.934723418716162,10.268416899240218,5.0,5.0,5.0,-0.07240982921968118,1.7597031306813669,-0.15809883472135688,0.019460022213353734,1.5720058625368334,-0.11039280831832965,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0.31220116694147815,0.15766770498126068,-0.18958923065951447,0,-0.5522092857759409,10.177112188226538,11.695844652852962,5.0,5.0,5.0,0.19658328866815306,1.7597031306813669,0.024338685919504256,0.18566922999200308,1.5720058625368334,0.05327831344213091,0,0,1,0,1,0,0,0,0,1,0,0,0,0
